Date,Open,High,Low,Close,Adj Close,Volume
1970-01-02,1.250000,1.253472,1.218750,1.218750,0.444842,1195200
1970-01-05,1.218750,1.222222,1.187500,1.189236,0.434069,964800
1970-01-06,1.189236,1.211806,1.184028,1.211806,0.442307,1036800
1970-01-07,1.211806,1.215278,1.203125,1.206597,0.440406,331200
1970-01-08,1.206597,1.225694,1.206597,1.215278,0.443575,460800
1970-01-09,1.222222,1.239583,1.222222,1.222222,0.446109,748800
1970-01-12,1.222222,1.222222,1.201389,1.201389,0.438505,864000
1970-01-13,1.204861,1.222222,1.204861,1.211806,0.442307,849600
1970-01-14,1.211806,1.232639,1.211806,1.229167,0.448644,619200
1970-01-15,1.229167,1.232639,1.227431,1.230903,0.449278,1209600
1970-01-16,1.230903,1.230903,1.225694,1.229167,0.448644,734400
1970-01-19,1.227431,1.227431,1.211806,1.213542,0.442941,1180800
1970-01-20,1.213542,1.213542,1.192708,1.213542,0.442941,763200
1970-01-21,1.213542,1.218750,1.210069,1.218750,0.444842,878400
1970-01-22,1.218750,1.222222,1.211806,1.222222,0.446109,360000
1970-01-23,1.222222,1.225694,1.213542,1.215278,0.443575,979200
1970-01-26,1.215278,1.215278,1.208333,1.215278,0.443575,979200
1970-01-27,1.210069,1.210069,1.201389,1.201389,0.438505,532800
1970-01-28,1.190972,1.190972,1.135417,1.135417,0.414425,1497600
1970-01-29,1.131944,1.131944,1.072917,1.111111,0.405554,3585600
1970-01-30,1.097222,1.097222,1.076389,1.097222,0.400485,2808000
1970-02-02,1.109375,1.152778,1.109375,1.152778,0.420762,1612800
1970-02-03,1.152778,1.201389,1.145833,1.145833,0.418228,2692800
1970-02-04,1.133681,1.133681,1.081597,1.095486,0.399851,2793600
1970-02-05,1.095486,1.145833,1.092014,1.145833,0.418228,1886400
1970-02-06,1.138889,1.138889,1.125000,1.131944,0.413158,705600
1970-02-09,1.159722,1.190972,1.159722,1.182292,0.431535,1684800
1970-02-10,1.201389,1.215278,1.201389,1.204861,0.439772,2505600
1970-02-11,1.201389,1.201389,1.189236,1.194444,0.435971,2232000
1970-02-12,1.194444,1.194444,1.143229,1.151042,0.420128,3369600
1970-02-13,1.146701,1.146701,1.111111,1.125000,0.410623,1540800
1970-02-16,1.125000,1.130208,1.122396,1.122396,0.410432,820800
1970-02-17,1.122396,1.123264,1.090278,1.100694,0.402496,1915200
1970-02-18,1.104167,1.112847,1.104167,1.109375,0.405670,878400
1970-02-19,1.109375,1.109375,1.098958,1.101563,0.402813,576000
1970-02-20,1.098958,1.098958,1.076389,1.080729,0.395195,1396800
1970-02-24,1.080729,1.085069,1.050347,1.057292,0.386625,3744000
1970-02-25,1.057292,1.097222,1.052083,1.097222,0.401226,2822400
1970-02-26,1.086806,1.086806,1.064236,1.076389,0.393608,1353600
1970-02-27,1.083333,1.111111,1.083333,1.106771,0.404718,1627200
1970-03-02,1.106771,1.123264,1.097222,1.097222,0.401226,1051200
1970-03-03,1.097222,1.098958,1.079861,1.098958,0.401861,1468800
1970-03-04,1.098958,1.118056,1.098958,1.109375,0.405670,734400
1970-03-05,1.109375,1.112847,1.104167,1.107639,0.405035,892800
1970-03-06,1.107639,1.107639,1.088542,1.092014,0.399322,907200
1970-03-09,1.088542,1.088542,1.079861,1.085069,0.396782,273600
1970-03-10,1.079861,1.079861,1.066840,1.076389,0.393608,1353600
1970-03-11,1.076389,1.090278,1.072917,1.085069,0.396782,432000
1970-03-12,1.085938,1.093750,1.085938,1.088542,0.398052,388800
1970-03-13,1.083333,1.083333,1.076389,1.076389,0.393608,1339200
1970-03-16,1.076389,1.076389,1.057292,1.059028,0.387259,806400
1970-03-17,1.059028,1.062500,1.053819,1.053819,0.385355,1267200
1970-03-18,1.055556,1.064236,1.055556,1.064236,0.389164,748800
1970-03-19,1.067708,1.072917,1.067708,1.067708,0.390434,1123200
1970-03-20,1.067708,1.067708,1.060764,1.067708,0.390434,518400
1970-03-23,1.065972,1.065972,1.055556,1.059028,0.387259,216000
1970-03-24,1.058160,1.058160,1.041667,1.052951,0.385038,1670400
1970-03-25,1.062500,1.100694,1.062500,1.086806,0.397417,2275200
1970-03-26,1.086806,1.093750,1.083333,1.086806,0.397417,936000
1970-03-30,1.086806,1.092014,1.079861,1.081597,0.395513,1368000
1970-03-31,1.076389,1.076389,1.065972,1.072917,0.392338,676800
1970-04-01,1.069444,1.069444,1.062500,1.065104,0.389481,820800
1970-04-02,1.059028,1.059028,1.045139,1.047743,0.383133,792000
1970-04-03,1.047743,1.053819,1.047743,1.052083,0.384721,1008000
1970-04-06,1.052083,1.057292,1.022569,1.024306,0.374562,2275200
1970-04-07,1.022569,1.022569,0.993056,0.994792,0.363770,1526400
1970-04-08,0.994792,0.996528,0.987847,0.993056,0.363135,734400
1970-04-09,0.993056,1.017361,0.993056,1.015625,0.371388,820800
1970-04-10,1.015625,1.031250,1.011285,1.013889,0.370753,3312000
1970-04-13,1.013889,1.013889,1.000000,1.006944,0.368214,878400
1970-04-14,1.006944,1.024306,0.993056,1.022569,0.373927,835200
1970-04-15,1.022569,1.039931,1.020833,1.027778,0.375832,2217600
1970-04-16,1.027778,1.027778,1.015625,1.016493,0.371706,1252800
1970-04-17,1.016493,1.017361,1.013889,1.015625,0.371388,950400
1970-04-20,1.015625,1.017361,1.008681,1.013889,0.370753,1425600
1970-04-21,1.013889,1.020833,1.006944,1.007813,0.368531,518400
1970-04-22,1.006944,1.006944,1.000000,1.000868,0.365992,561600
1970-04-23,1.000868,1.001736,0.968750,0.971354,0.355200,763200
1970-04-24,0.971354,0.972222,0.966146,0.967014,0.353612,792000
1970-04-27,0.966146,0.966146,0.954861,0.956597,0.349803,705600
1970-04-28,0.956597,0.958333,0.951389,0.951389,0.347899,676800
1970-04-29,0.951389,0.986111,0.934028,0.986111,0.360596,2534400
1970-04-30,0.986111,1.006944,0.986111,0.993056,0.363135,532800
1970-05-01,0.993056,0.993056,0.986111,0.987847,0.361231,316800
1970-05-04,0.975694,0.975694,0.956597,0.956597,0.349803,576000
1970-05-05,0.953125,0.953125,0.946181,0.946181,0.345994,950400
1970-05-06,0.946181,0.961806,0.946181,0.961806,0.351708,1166400
1970-05-07,0.965278,0.979167,0.965278,0.975694,0.356786,1137600
1970-05-08,0.975694,0.982639,0.954861,0.961806,0.351708,921600
1970-05-11,0.948785,0.948785,0.937500,0.937500,0.342820,705600
1970-05-12,0.937500,0.961806,0.935764,0.944444,0.345359,763200
1970-05-13,0.940972,0.940972,0.935764,0.938368,0.343137,360000
1970-05-14,0.938368,0.939236,0.916667,0.928819,0.339646,1094400
1970-05-15,0.937500,0.972222,0.937500,0.972222,0.355517,676800
1970-05-18,1.010417,1.010417,0.984375,0.984375,0.359961,561600
1970-05-19,0.984375,0.989583,0.932292,0.932292,0.340915,657600
1970-05-20,0.932292,0.937500,0.919271,0.919271,0.336154,542400
1970-05-21,0.906250,0.906250,0.867188,0.885417,0.323774,1881600
1970-05-22,0.885417,0.901042,0.854167,0.880208,0.322478,777600
1970-05-25,0.875000,0.875000,0.817708,0.817708,0.299580,1718400
1970-05-26,0.817708,0.822917,0.776042,0.778646,0.285269,1536000
1970-05-27,0.802083,0.838542,0.802083,0.838542,0.307213,2001600
1970-05-28,0.838542,0.859375,0.828125,0.854167,0.312937,3168000
1970-05-29,0.854167,0.906250,0.843750,0.906250,0.332019,1872000
1970-06-01,0.906250,0.937500,0.901042,0.937500,0.343468,1555200
1970-06-02,0.937500,0.947917,0.911458,0.927083,0.339652,1190400
1970-06-03,0.927083,0.966146,0.919271,0.966146,0.353963,1185600
1970-06-04,0.966146,0.997396,0.958333,0.958333,0.351100,1948800
1970-06-05,0.958333,0.958333,0.929688,0.934896,0.342514,796800
1970-06-08,0.934896,0.945313,0.911458,0.942708,0.345376,523200
1970-06-09,0.942708,0.945313,0.916667,0.937500,0.343468,652800
1970-06-10,0.937500,0.955729,0.934896,0.934896,0.342514,744000
1970-06-11,0.934896,0.955729,0.927083,0.953125,0.349192,628800
1970-06-12,0.953125,0.958333,0.942708,0.953125,0.349192,696000
1970-06-15,0.953125,0.973958,0.947917,0.968750,0.354917,374400
1970-06-16,0.979167,1.057292,0.979167,1.041667,0.381631,912000
1970-06-17,1.041667,1.041667,1.005208,1.020833,0.373998,974400
1970-06-18,1.020833,1.041667,1.010417,1.041667,0.381631,556800
1970-06-19,1.041667,1.057292,1.020833,1.020833,0.373998,1238400
1970-06-22,1.020833,1.036458,0.979167,1.020833,0.373998,393600
1970-06-23,1.010417,1.010417,0.979167,0.984375,0.360641,715200
1970-06-24,0.984375,0.984375,0.958333,0.971354,0.355871,532800
